1,2,0,0
2,2,1,0
3,2,0,0
4,2,2,0
5,2,1,0
6,2,4,0
7,2,3,0
8,2,9,0
9,2,7,0
10,2,20,0
11,2,16,0
12,2,43,0
13,2,36,0
14,2,91,0
15,2,79,2
16,2,192,0
17,2,170,0
18,2,398,0
19,2,361,0
20,2,824,0
21,2,754,0
22,2,1697,0
23,2,1583,1
24,2,3480,1
25,2,3280,2
26,2,7111,4
27,2,6760,7
28,2,14487,12
29,2,13871,21
30,2,29439,36
31,2,28358,61
32,2,59694,113
33,2,57797,198
34,2,120820,344
35,2,117491,602
